Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Broad.phase.of.flight
Cessna,182M,0,0,0,1,Substantial,Landing
Boeing,737-3A4,0,0,0,66,Unknown,Approach
"Larson, C.H.",COZY MK IV,2,1,1,0,Substantial,Approach
Aero Commander,200D,1,2,0,1,Substantial,Cruise
Cessna,177B,0,0,0,2,Substantial,Takeoff
Piper,PA-28-151,0,0,0,1,Destroyed,Approach
Cessna,208,0,0,0,8,Substantial,Taxi
Cessna,175,0,0,0,1,Substantial,Landing
Beech,V35B,0,1,1,0,Substantial,Cruise
Cessna,A185F,1,0,0,0,Destroyed,Cruise
Beech,65-90,2,0,0,0,Destroyed,Takeoff
Bell,47G,0,0,1,1,Substantial,Descent
Piper,AEROSTAR 601P,2,0,0,0,Destroyed,Unknown
Piper,PA-28-181,1,0,0,0,Destroyed,Climb
Lake,LA-4-200,0,0,0,1,Substantial,Cruise
Cessna,150H,0,0,0,1,Substantial,Approach
Cessna,207,0,0,0,1,Substantial,Landing
Piper,PA-30,1,0,0,0,Destroyed,Cruise
Beech,A60,3,0,0,0,Destroyed,Climb
Cessna,152,0,0,0,2,Substantial,Cruise
Mcdonnell Douglas,MD-88,0,1,0,69,Unknown,Climb
Piper,PA-17,0,0,0,2,Substantial,Landing
Aero Commander,560F,0,0,0,8,Substantial,Takeoff
Gay,RV-4,1,0,0,0,Destroyed,Maneuvering
Mooney,20J,0,0,3,0,Substantial,Cruise
Piper,PA-18,0,0,0,1,Substantial,Takeoff
Beech,G35,1,0,0,0,Destroyed,Cruise
Piper,PA-31-350,0,0,2,1,Destroyed,Approach
Cessna,501,0,0,0,1,Substantial,Unknown
Kaman,HH43,0,0,0,1,Substantial,Maneuvering
Cessna,182P,0,0,1,0,Substantial,Landing
Beech,B95,3,0,0,0,Destroyed,Go-around
Douglas,DC-9-32,0,0,0,37,Substantial,Taxi
Cessna,172G,0,0,0,1,Substantial,Standing
Cessna,310N,0,0,0,2,Substantial,Approach
Cessna,208B,1,0,0,0,Destroyed,Takeoff
Mcdonnell Douglas,DC-9-14,52,1,0,0,Destroyed,Unknown
Cessna,P210R,0,1,0,0,Destroyed,Approach
Cessna,S550,0,0,0,6,Substantial,Landing
Cessna,208B,1,0,0,0,Destroyed,Descent
Interstate,S-1A,0,0,0,2,Destroyed,Maneuvering
Hughes,269C,0,0,0,2,Destroyed,Maneuvering
Beech,1900D,0,0,0,6,Minor,Descent
Piper,PA-28-161,1,0,0,0,Destroyed,Cruise
Cessna,414,4,2,0,0,Destroyed,Climb
Luscombe,8F,0,0,2,0,Substantial,Takeoff
Rotorway,ROTORWAY,0,0,0,2,Substantial,Landing
Piper,PA-31-350,0,0,1,0,Substantial,Approach
Cessna,172N,3,1,0,0,Destroyed,Cruise
Bell,206B,2,2,0,0,Destroyed,Cruise
Cessna,182R,3,0,0,0,Destroyed,Maneuvering
Piper,PA-28-140,0,0,1,0,Destroyed,Maneuvering
Stinson,108-2,0,2,0,0,Substantial,Takeoff
Mooney,M20F,0,1,0,0,Substantial,Takeoff
Swearingen,SA-226-TC,1,0,0,3,Minor,Unknown
Piper,PA-28-181,0,3,0,0,Destroyed,Approach
Cessna,172N,0,0,0,1,Substantial,Landing
Piper,PA-28-151,0,0,0,2,Substantial,Approach
Cessna,172,0,0,0,2,Substantial,Cruise
Cessna,310Q,0,3,1,0,Destroyed,Cruise
Cessna,172N,0,0,1,0,Substantial,Landing
Cessna,172N,0,0,0,2,Destroyed,Unknown
Bell,47G-3B,0,0,1,0,Destroyed,Takeoff
Atr,72-212,0,0,2,35,Minor,Taxi
Agusta,A109C,3,0,0,0,Destroyed,Maneuvering
Hughes,369E,1,0,1,0,Destroyed,Maneuvering
Cessna,208B,0,0,1,0,Destroyed,Takeoff
Beech,V35,3,0,0,0,Substantial,Approach
Matto,KR-2A MODIFIED,0,0,0,1,Substantial,Cruise
Piper,PA-28-236,2,0,0,0,Destroyed,Climb
Rockwell,X31,0,1,0,0,Destroyed,Unknown
Boeing,737-247,0,0,0,28,Minor,Landing
Cessna,150M,0,0,0,1,Substantial,Cruise
Cessna,172,0,0,1,0,Destroyed,Landing
Piper,PA-32-300,0,0,0,7,Substantial,Takeoff
Cessna,180,0,0,0,1,Substantial,Unknown
Piper,PA-38-112,0,0,1,0,Substantial,Takeoff
Cessna,421C,0,0,0,3,Substantial,Landing
Bacon,QUESTAIR-VENTURE,2,0,0,0,Destroyed,Descent
Cessna,A185E,0,0,0,1,Substantial,Cruise
Piper,PA-31-350,0,0,0,1,Substantial,Approach
Stinson,108-2,0,0,0,3,Substantial,Landing
Cessna,150F,0,0,0,1,Substantial,Takeoff
Stuart/Wagner,MOUNTAIN EAGLE,0,0,0,2,Substantial,Takeoff
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,177,0,0,2,1,Substantial,Descent
Glassair,III,0,0,0,2,Substantial,Landing
Cessna,172M,0,0,0,1,Substantial,Landing
Cessna,195,0,0,0,2,Substantial,Landing
Robinson,R22 BETA,0,0,0,2,Substantial,Climb
Mbb,BO-105S,0,0,0,1,Substantial,Taxi
Stevens,S-8,1,0,0,0,Destroyed,Maneuvering
Boeing,737-300,0,0,0,37,Unknown,Takeoff
Cessna,A152,1,0,0,1,Minor,Standing
Beech,C45H,0,0,0,2,Substantial,Takeoff
Piper,PA-18-150,0,0,0,2,Substantial,Takeoff
Beech,33-A,0,0,0,2,Substantial,Landing
Beech,A36,1,1,0,0,Substantial,Cruise
Piper,PA-32R-300,0,2,0,0,Substantial,Landing
Beech,E18S,1,0,0,0,Substantial,Approach
Piper,PA-24-260,0,0,0,2,Substantial,Takeoff
Boeing,737-2H4,0,1,0,124,Unknown,Standing
Cessna,150L,2,0,0,0,Destroyed,Maneuvering
British Aerospace,BAE-146-300,0,0,0,89,Unknown,Cruise
Piper,PA-28-180,2,0,0,0,Destroyed,Takeoff
Bell,206-B3,0,0,0,3,Substantial,Cruise
Beech,35,0,0,0,2,Substantial,Cruise
"Beebe, Dale G.",RV-6,0,0,0,1,Substantial,Takeoff
Boeing,747-238B,0,0,0,4,Substantial,Takeoff
Douglas,DC8-62,0,0,0,3,Minor,Unknown
Beech,A36,1,0,0,0,Destroyed,Go-around
Bell,206B3,0,0,0,5,Substantial,Unknown
Beech,V35A-TC,0,0,0,1,Substantial,Approach
Beech,F33A,0,0,0,1,Substantial,Takeoff
Cessna,172H,0,1,0,1,Substantial,Takeoff
Bell,47G-4A,0,0,1,2,Destroyed,Maneuvering
Brandt,RUTAN LONGEZE,2,0,0,0,Destroyed,Takeoff
Boeing,737-200,0,2,0,0,Substantial,Unknown
Cessna,185F,0,0,0,1,Substantial,Landing
Piper,PA-32-300,0,0,0,1,Substantial,Cruise
Grumman,G-164B,0,0,0,1,Substantial,Maneuvering
Cessna,172N,2,0,0,0,Destroyed,Cruise
Bellanca,7GCBC,0,0,0,2,Substantial,Landing
Aeronca,7AC,0,0,1,0,Substantial,Landing
Hiller,UH-12E,0,0,0,1,Destroyed,Maneuvering
Schweizer,269C,0,1,1,0,Substantial,Cruise
Bellanca,7GCBC,0,0,0,1,Substantial,Takeoff
Cessna,152,0,0,2,0,Substantial,Approach
Schweizer,G-164B,0,0,0,1,Substantial,Cruise
Cessna,150,1,0,1,0,Destroyed,Maneuvering
Piper,PA-28-140,0,2,1,0,Destroyed,Cruise
Cessna,177,0,0,0,1,Substantial,Landing
Aerofab Inc.,LAKE LA-250,0,0,0,2,Substantial,Takeoff
Piper,PA-38-112,0,0,1,1,Substantial,Landing
Rockwell,112B,0,0,1,1,Destroyed,Approach
Cessna,310L,1,0,0,0,Destroyed,Descent
Cessna,185,0,0,0,4,Substantial,Takeoff
Bellanca,7ECA,0,0,0,1,Substantial,Landing
Cessna,150F,0,0,0,2,Substantial,Cruise
Cessna,172,0,0,0,2,Substantial,Takeoff
Piper,PA-28-181,0,0,0,1,Substantial,Landing
Cessna,172M,0,0,0,1,Substantial,Takeoff
Craighead,CORBEN JR. ACE,0,0,0,1,Substantial,Cruise
Aeronca,11AC,0,0,0,2,Substantial,Landing
Cessna,152,0,2,0,0,Substantial,Approach
Cessna,152,0,0,0,1,Substantial,Climb
Cessna,152,0,0,0,1,Substantial,Landing
Bell,47G-3B,0,0,0,1,Substantial,Maneuvering
Piper,PA-23,0,0,0,3,Substantial,Cruise
Roy,LONG EZ,0,1,0,0,Destroyed,Cruise
Piper,PA-32-300,1,0,1,0,Destroyed,Climb
Cessna,177RG,1,0,0,0,Destroyed,Cruise
Piper,PA-601P,2,0,0,0,Destroyed,Maneuvering
Cessna,172G,1,0,0,0,Destroyed,Maneuvering
Piper,PA-32R-300,5,0,1,0,Destroyed,Approach
Cessna,120,0,0,0,1,Substantial,Landing
Cessna,T210G,0,0,1,0,Substantial,Cruise
Piper,PA-32R-301T,2,0,0,0,Destroyed,Go-around
Beech,S-35,0,0,0,1,Substantial,Cruise
Cessna,180,0,0,0,2,Substantial,Landing
Varga,2150A,0,1,0,0,Destroyed,Descent
Piper,PA-28-180,1,0,0,0,Destroyed,Maneuvering
Beech,B60,1,0,0,0,Destroyed,Maneuvering
Cessna,150J,1,0,0,0,Destroyed,Maneuvering
Piper,PA-30,0,0,1,2,Substantial,Taxi
Burkhart Grob,TWIN ASTIR,0,0,0,2,Substantial,Approach
Cessna,182Q,3,0,0,0,Destroyed,Unknown
Bellanca,7GCBC,1,0,0,0,Destroyed,Maneuvering
Rockwell,690A,2,0,0,0,Destroyed,Descent
Cessna,210L,0,0,0,5,Substantial,Landing
Cessna,172K,0,1,1,0,Substantial,Maneuvering
Piper,PA-31-350,8,2,0,0,Destroyed,Takeoff
Sikorsky,S-58JT,0,1,0,0,Substantial,Maneuvering
Taylorcraft,F19,0,0,0,2,Substantial,Maneuvering
Bell,206L-4,5,0,0,0,Destroyed,Cruise
Piper,PA-46-310P,2,2,0,0,Destroyed,Approach
Cessna,414,0,0,3,1,Destroyed,Go-around
Cessna,T310R,0,0,0,4,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,152,0,0,2,0,Substantial,Cruise
Piper,PA-23-250,0,0,0,2,Substantial,Cruise
Beech,C23,0,0,0,2,Substantial,Cruise
Cessna,525,0,0,0,3,Substantial,Landing
Hiller,UH-12E,0,0,0,1,Substantial,Maneuvering
Douglas,DC-8-63,3,0,0,0,Destroyed,Takeoff
Skov-Papworth,Q2,0,0,0,1,Substantial,Takeoff
Cessna,172M,0,0,3,0,Substantial,Takeoff
Beech,BE-55,2,2,0,0,Destroyed,Unknown
Cessna,T210M,0,0,0,3,Substantial,Cruise
Cessna,172RG,0,0,0,2,Substantial,Descent
Cessna,TR182,0,0,0,5,Substantial,Landing
Bruce Tifft,VARIEZE,2,0,0,0,Substantial,Maneuvering
Cessna,150M,2,0,0,0,Substantial,Maneuvering
Cessna,182C,0,0,0,2,Substantial,Approach
Beech,23,0,0,0,1,Substantial,Takeoff
Cessna,180J,0,0,0,1,Substantial,Takeoff
Cessna,172,0,0,0,2,Substantial,Takeoff
Schweizer,269B,0,0,0,2,Substantial,Landing
Short Brothers,SD3-60,0,0,0,36,Minor,Landing
Beech,C23,0,0,1,1,Destroyed,Approach
Cessna,T210F,0,0,0,1,Substantial,Landing
Cessna,177B,0,0,0,2,Substantial,Landing
Piper,PA-32-260,0,0,0,2,Destroyed,Climb
Cessna,150G,0,0,0,1,Destroyed,Go-around
Grumman,AA5B,0,0,0,3,Minor,Cruise
Beech,95,0,0,4,0,Substantial,Climb
Hughes,500C,0,0,0,1,Substantial,Cruise
Cessna,172P,0,0,0,1,Substantial,Landing
Champion,7ECA,0,0,0,3,Substantial,Cruise
Bell,47G-5,0,1,0,0,Substantial,Takeoff
Cessna,150,0,0,0,2,Substantial,Takeoff
Israel Aircraft Industries,1124,0,0,0,2,Substantial,Standing
Eurocopter,AS-350-B,4,0,0,0,Destroyed,Cruise
Beech,60,0,0,0,3,Substantial,Climb
Ayres,S2R-T34AG,0,1,0,0,Substantial,Maneuvering
Mooney,M20E,0,0,0,1,Substantial,Cruise
Cessna,A-188B,0,0,0,1,Substantial,Maneuvering
Cessna,172N,0,0,0,1,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,150A,0,0,0,1,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Cruise
Piper,PA-30B,2,0,0,0,Destroyed,Approach
Pitts,S-2B,0,0,0,1,Substantial,Maneuvering
Bell,206,0,0,0,2,Substantial,Standing
Beech,35,0,0,0,1,Substantial,Cruise
Cessna,172L,0,0,0,2,Substantial,Standing
Cessna,172M,0,0,0,3,Substantial,Takeoff
Cessna,207A,1,0,0,0,Destroyed,Maneuvering
Boeing,747-136,0,0,0,357,Unknown,Climb
Cessna,T210M,1,0,0,0,Destroyed,Approach
North American,AT-6G,0,0,0,2,Substantial,Landing
Cessna,152,0,0,0,2,Substantial,Cruise
Piper,PA-24-250,0,0,1,1,Substantial,Cruise
Cessna,180J,0,0,0,2,Substantial,Landing
"Morrison, Marvin E.",RV-4,0,0,2,0,Substantial,Takeoff
Grumman,AA-5B,0,0,0,3,Substantial,Cruise
Burkhart Grob,G102 ASTIR CS,0,0,1,0,Destroyed,Takeoff
Thunder And Colt,GA42,1,0,0,1,Unknown,Approach
Bellanca,7ECA,0,2,0,0,Destroyed,Takeoff
Bellanca,7ECA,0,0,0,1,Substantial,Landing
Fairchild,SA227-AC,0,0,0,78,Unknown,Standing
Mcdonnell Douglas,MD11,0,0,0,78,Unknown,Landing
Fairchild,SA227-AC,0,0,0,13,Unknown,Landing
Bell,206L,0,0,0,5,Substantial,Takeoff
Cessna,152,2,0,0,0,Destroyed,Unknown
Beech,95-B55B,1,0,0,0,Destroyed,Takeoff
Beech,58P,0,2,0,0,Destroyed,Approach
Beech,V35A,0,0,0,4,Substantial,Unknown
Piper,PA-32RT,0,0,0,2,Substantial,Climb
Cessna,208B,0,0,1,0,Substantial,Approach
Cessna,150H,0,0,1,0,Destroyed,Descent
Piper,PA-23-150,4,0,0,0,Destroyed,Cruise
Cessna,208B,2,0,0,0,Destroyed,Approach
Israel Aircraft Industries,1124A,0,0,1,9,Substantial,Landing
Mooney,M20C,0,0,0,1,Substantial,Approach
Cessna,180J,0,0,0,1,Substantial,Cruise
Cessna,175,0,0,0,1,Substantial,Cruise
Cessna,172,0,0,0,1,Substantial,Landing
Cessna,150L,0,0,0,1,Substantial,Approach
Piper,PA-28-140,0,0,2,0,Substantial,Cruise
Fokker,F28-4000,0,0,0,21,Minor,Landing
Atr,42,0,0,0,25,Unknown,Descent
Schmanski,KITFOX III,0,0,2,0,Destroyed,Landing
Cessna,R182,0,0,0,3,Substantial,Landing
Boeing,B75N1,0,0,0,2,Substantial,Cruise
Schweizer,G-164A,0,0,0,1,Substantial,Cruise
Mooney,M20J,0,0,2,0,Substantial,Climb
Piper,PA-22-108,0,0,0,1,Substantial,Go-around
Cessna,185F,0,0,0,3,Substantial,Landing
Cessna,421C,4,0,0,0,Destroyed,Descent
Beech,1900,0,0,0,18,Substantial,Taxi
Piper,PA-22-150,0,0,1,0,Substantial,Cruise
Piper,PA-34-200T,0,0,1,0,Destroyed,Takeoff
Cessna,T210N,0,0,0,1,Substantial,Climb
Grumman,G-164B,0,0,0,1,Substantial,Approach
Bell,206L,0,0,0,3,Substantial,Descent
Mcdonnell Douglas,369E,1,0,0,0,Destroyed,Maneuvering
Bell,230,0,0,0,2,Substantial,Landing
Hiller,UH-12C,0,0,0,1,Substantial,Maneuvering
Brantly Helicopter,B-2B,0,0,0,1,Substantial,Taxi
Cessna,337C,0,0,0,2,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Takeoff
Champion,8GCBC,0,0,0,1,Substantial,Takeoff
Cessna,172L,0,1,0,1,Unknown,Standing
Cessna,207A,0,3,0,0,Destroyed,Maneuvering
Burken,ULTIMATE,0,0,0,1,Substantial,Descent
Piper,J3,0,0,0,1,Substantial,Cruise
Piper,PA-28RT-201,0,0,0,2,Substantial,Go-around
Cessna,152,0,0,0,1,Substantial,Landing
Piper,PA-28-235,0,0,1,3,Substantial,Landing
Cessna,182A,0,2,0,0,Substantial,Approach
Robinson,R-22B,0,0,0,1,Substantial,Takeoff
Cessna,182P,0,0,0,1,Substantial,Takeoff
Piper,PA-32-260,3,3,0,0,Destroyed,Approach
Piper,PA-28-181,0,0,0,1,Substantial,Cruise
Robinson,R-22,0,0,0,2,Substantial,Landing
Cessna,120,0,0,0,1,Substantial,Takeoff
Hiller,UH-12E,0,0,0,1,Substantial,Maneuvering
Lockheed,L-1011-385,0,0,0,339,Minor,Taxi
Short Brothers,SD3-60,0,0,0,339,Substantial,Taxi
Quicksilver,MXL2,2,0,0,0,Destroyed,Descent
Cessna,150E,0,0,0,1,Substantial,Landing
Cessna,140,0,0,0,2,Substantial,Takeoff
Globe,GC-1B,0,0,1,1,Substantial,Cruise
Piper,PA-28-140,0,1,0,0,Destroyed,Takeoff
Beech,58,0,0,0,2,Substantial,Landing
Cessna,340,0,0,0,2,Substantial,Landing
Cessna,150,0,0,0,2,Substantial,Landing
Bell,206-B3,2,0,0,0,Destroyed,Unknown
Cessna,180,2,1,0,0,Destroyed,Maneuvering
"Hinshaw, Keith T.",BD5TP,1,0,0,0,Destroyed,Maneuvering
Piper,PA-46-310P,1,0,0,0,Destroyed,Takeoff
Cessna,177B,0,1,0,0,Destroyed,Cruise
Cessna,140,0,0,0,1,Substantial,Landing
Beech,23,0,0,0,3,Substantial,Takeoff
Piper,PA-32-300,0,0,0,1,Substantial,Approach
Cessna,150,0,0,0,1,Substantial,Takeoff
Beech,T-34B,0,2,0,0,Destroyed,Approach
De Havilland,DHC-6-200,0,0,0,3,Destroyed,Landing
Hughes,269A,0,0,1,0,Destroyed,Landing
Boeing,727-200,0,1,5,132,Unknown,Cruise
Cumberland-Pitts Special,S1C,0,0,0,1,Substantial,Cruise
Cessna,172,0,0,0,2,Substantial,Landing
Cessna,172H,0,0,0,4,Substantial,Landing
Bell,47,0,0,0,2,Substantial,Approach
Cessna,337F,2,0,0,0,Destroyed,Cruise
Beech,1900C,0,0,0,19,Minor,Approach
Mcdonnell Douglas,DC-9-15,0,0,0,4,Destroyed,Unknown
Cessna,185,0,0,0,4,Substantial,Taxi
Cessna,177,0,0,0,2,Substantial,Approach
Cessna,182,0,0,0,2,Substantial,Takeoff
Piper,PA-22-150,1,0,0,0,Destroyed,Maneuvering
Enstrom,F28C-2,0,0,0,3,Destroyed,Maneuvering
Piper,J-3L-65,1,0,0,0,Destroyed,Maneuvering
Convair,440,0,0,1,31,Substantial,Unknown
Scheibe Flugzeugbau,BERGFALKE II-55,0,0,0,1,Substantial,Approach
Cessna,150K,0,0,0,1,Substantial,Landing
Beecher,POLLIWAGEN PW-1,0,1,0,0,Substantial,Takeoff
Piper,PA-28R-201,0,0,0,1,Substantial,Cruise
Cessna,182K,0,0,0,1,Substantial,Landing
Cessna,150M,0,0,0,1,Substantial,Landing
Cessna,150J,0,0,0,2,Substantial,Takeoff
Cessna,182RG,0,0,0,4,Substantial,Landing
Piper,PA-28-181,0,0,1,1,Substantial,Descent
Piper,PA-34-200T,0,0,0,3,Substantial,Landing
Wente,KITFOX III,0,0,0,1,Substantial,Landing
Cessna,210L,0,2,2,0,Substantial,Approach
Bell,206B,0,1,1,0,Destroyed,Takeoff
Air Tractor,AT-301,1,0,0,0,Destroyed,Maneuvering
Piper,PA-60,0,0,1,0,Substantial,Landing
Cessna,207A,0,0,0,2,Substantial,Maneuvering
I.C.A. Brasov,IS-28B2,0,0,0,1,Substantial,Maneuvering
Ryan Aeronautical,ST3-KR,0,0,1,0,Substantial,Takeoff
Cessna,172N,0,0,0,1,Substantial,Takeoff
Piper,PA-18,0,2,0,0,Destroyed,Maneuvering
Christen Industries,A-1,0,0,0,2,Substantial,Landing
Cessna,182Q,0,0,0,3,Substantial,Landing
Cessna,208B,1,0,0,0,Destroyed,Approach
Piper,PA-34,0,0,0,4,Substantial,Landing
Beech,35-C33,3,0,0,0,Destroyed,Cruise
Beech,E18S,0,2,0,0,Substantial,Unknown
Piper,PA-38-112,0,0,0,1,Substantial,Landing
Aero Commander,S2R,0,0,0,1,Substantial,Maneuvering
Cessna,150,0,0,0,2,Substantial,Takeoff
Aerotek,ZUNI,0,0,1,0,Substantial,Approach
Cessna,172,0,0,0,1,Substantial,Landing
Aeronca,7AC,0,2,0,0,Substantial,Maneuvering
Roggio,ROTORWAY EXECUTIVE,0,0,0,1,Substantial,Approach
Luscombe,8E,0,0,1,0,Destroyed,Takeoff
Cessna,310Q,1,0,0,0,Destroyed,Cruise
Beech,1900C,0,1,0,19,Substantial,Standing
Hughes,369HS,0,0,0,3,Substantial,Cruise
Cessna,172D,0,0,0,2,Substantial,Landing
Luscombe,8A,0,0,0,2,Substantial,Taxi
Cessna,150M,0,0,0,2,Substantial,Takeoff
Cessna,152,0,0,0,2,Substantial,Approach
Cessna,152,0,1,0,0,Destroyed,Landing
Helio,H700,0,0,0,4,Substantial,Takeoff
Piper,PA-28-140,0,1,1,0,Substantial,Landing
Cessna,R172E,1,0,0,0,Destroyed,Takeoff
Robinson,R-22B,0,0,0,2,Substantial,Landing
Baker,LONG EZE,0,0,2,0,Substantial,Cruise
Cessna,172N,2,1,1,0,Substantial,Maneuvering
De Havilland,DHC-3,0,0,0,2,Substantial,Unknown
Cessna,172P,1,1,0,0,Destroyed,Cruise
Douglas,DC-9-32,1,0,0,64,Unknown,Cruise
Sprague,C.G.S. HAWK CLASSIC,0,0,0,3,Minor,Approach
Cessna,206G,0,0,0,1,Substantial,Landing
Piper,PA-28R,0,0,0,2,Substantial,Landing
Cessna,172N,0,0,0,3,Substantial,Approach
Cessna,170A,0,0,0,1,Substantial,Go-around
Aeronca,7AC,1,0,0,0,Destroyed,Descent
Bulsky,SKYBOLT,0,0,0,2,Destroyed,Cruise
Cessna,177RG,1,0,0,0,Destroyed,Cruise
Fleet,7,0,0,0,2,Substantial,Landing
Piper,PA-25-235,0,0,1,0,Substantial,Maneuvering
Cessna,A188B,0,1,0,0,Destroyed,Maneuvering
Cessna,185-F,4,0,0,0,Destroyed,Unknown
Beech,C23,1,0,0,0,Destroyed,Unknown
Aeronca,7AC,0,1,1,0,Substantial,Cruise
Cessna,152,0,0,1,0,Substantial,Takeoff
Cessna,195A,0,0,0,2,Substantial,Landing
Ercoupe (Eng & Research Corp.),415-C,0,0,0,1,Substantial,Landing
Pitts,S-2B,1,0,0,0,Destroyed,Maneuvering
American Champion (Acac),8KCAB,0,0,0,2,Substantial,Landing
Bell,206L-1,1,2,4,0,Substantial,Takeoff
Cessna,150,0,0,0,1,Substantial,Approach
Aeronca,7AC,0,0,0,1,Substantial,Landing
Mirsepasy,VAN'S RV-6A,0,2,0,0,Destroyed,Landing
Mcdonnell Douglas,MD-11,0,2,33,74,Unknown,Taxi
Piper,PA-23-250,0,0,0,6,Minor,Taxi
Maule,M-5-235C,1,0,0,0,Destroyed,Landing
Piper,J3-C65,0,1,0,0,Destroyed,Takeoff
Beech,G18S,0,0,0,1,Substantial,Landing
Piper,PA-22,0,0,0,4,Substantial,Takeoff
Cessna,150G,0,0,0,2,Substantial,Approach
Globe,GC-1B,0,0,0,6,Substantial,Taxi
Robinson,R22 BETA,0,0,0,2,Substantial,Landing
Mooney,M20J,0,0,0,1,Substantial,Cruise
Piper,PA-22-20-108,0,0,0,2,Substantial,Landing
Bellanca,7ECA,0,2,0,0,Substantial,Takeoff
Andris,KR2,0,0,1,0,Destroyed,Takeoff
Boeing,727-276,0,0,2,158,Minor,Climb
De Havilland,DHC-8-102,0,0,0,20,Unknown,Approach
North American,SNJ-4,0,0,0,1,Substantial,Landing
Cessna,172,0,0,1,0,Substantial,Taxi
Ayres,S2R-T34,1,0,1,0,Destroyed,Maneuvering
Cessna,150,0,0,0,1,Substantial,Landing
Cessna,U206G,0,0,0,4,Destroyed,Unknown
Cessna,152,0,2,0,0,Destroyed,Cruise
Piper,PA-28-180D,0,1,1,0,Destroyed,Takeoff
Cessna,172N,0,0,0,2,Substantial,Taxi
Bellanca,17-30A,0,0,0,2,Substantial,Takeoff
Cessna,152,0,0,0,2,Substantial,Landing
Lewis,KR-2,0,0,0,1,Substantial,Takeoff
Piper,PA-12,0,0,0,2,Substantial,Landing
Piper,PA-34-200T,0,0,0,2,Minor,Taxi
Schweizer,SGS 2-33A,0,1,0,0,Minor,Approach
Robinson,S-12 AIRAILE,0,1,0,0,Destroyed,Takeoff
Boeing,737-222,0,0,0,116,Minor,Takeoff
Cessna,172M,3,1,0,0,Destroyed,Go-around
Cessna,402B,0,0,0,2,Substantial,Taxi
Hawker Siddeley,HS125,0,0,0,6,Substantial,Unknown
Cessna,152,0,0,0,2,Substantial,Cruise
Bellanca,7KCAB,0,0,0,1,Substantial,Landing
Cessna,152,0,0,1,1,Substantial,Maneuvering
Cessna,152,0,1,0,0,Substantial,Approach
Piper,PA-28-160,2,0,0,0,Destroyed,Approach
Piper,PA-28R-180,4,0,0,0,Destroyed,Cruise
Piper,PA-32-260,1,0,0,0,Destroyed,Takeoff
Beech,B-19,0,0,2,0,Destroyed,Takeoff
Piper,PA-34-200T,2,0,0,0,Destroyed,Maneuvering
Garrison,KOLB TWINSTAR,0,0,0,1,Substantial,Approach
Gardner,VARIEZE,0,0,1,0,Substantial,Approach
Cessna,188,0,0,1,0,Substantial,Descent
Let,BLANIK L-13,0,0,0,2,Substantial,Takeoff
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,182J,0,0,0,1,Substantial,Landing
Cessna,172F,1,1,0,0,Substantial,Maneuvering
Wsk Pzl Mielec,M-18A DROMADIER,0,1,0,0,Destroyed,Maneuvering
Cessna,180B,1,0,0,0,Destroyed,Maneuvering
Piper,PA-18,0,0,0,1,Substantial,Landing
Cessna,152,0,0,1,0,Substantial,Cruise
Boeing,757-223,0,1,2,129,Unknown,Other
Hiller,UH-12E,0,1,0,0,Substantial,Takeoff
Piper,PA-28-151,0,0,0,4,Substantial,Approach
Mooney,M20K,0,0,2,0,Substantial,Landing
"Haseloh, D. W.",RAF 2000 GTX SE,0,0,1,1,Substantial,Takeoff
Cessna,170A,0,0,0,3,Substantial,Landing
Robinson,R-22B,0,0,0,1,Substantial,Approach
Maule,MXT-7-180,0,0,1,1,Substantial,Maneuvering
Schweizer,300C,0,0,1,0,Substantial,Unknown
Cessna,337G,0,0,0,1,Substantial,Landing
"Eccker, Donald E.",RANS S-10,0,1,0,0,Substantial,Approach
Piper,PA-60-602P,1,3,0,0,Destroyed,Landing
Packard/Squire,RV-4,1,0,0,0,Destroyed,Cruise
Helio,H-250,2,0,0,0,Destroyed,Maneuvering
Beech,65-B80,1,0,0,0,Destroyed,Cruise
Cessna,P-210N,3,0,0,0,Destroyed,Climb
K. A. Covington,LANCAIR 320,0,0,0,1,Substantial,Go-around
Cessna,172P,0,0,1,1,Substantial,Landing
Cessna,182Q,1,0,0,0,Substantial,Cruise
Cessna,182P,1,0,0,0,Destroyed,Cruise
Boeing,737-400,0,0,0,147,Substantial,Landing
Cessna,172 RG,0,0,0,1,Substantial,Landing
Cessna,172,0,0,0,1,Substantial,Descent
Beech,55-E55,2,0,0,0,Destroyed,Descent
Beech,V35B,4,0,0,0,Destroyed,Approach
Cessna,150M,4,0,0,0,Destroyed,Approach
Cessna,180D,0,0,0,2,Substantial,Descent
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,140,0,0,0,2,Substantial,Landing
Cessna,180A,0,0,0,1,Substantial,Taxi
Pitts,S-1E,1,0,0,0,Destroyed,Maneuvering
Cessna,180B,2,0,0,0,Destroyed,Cruise
Piper,PA-28R-200,0,0,0,2,Substantial,Landing
