Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Broad.phase.of.flight
Air Tractor,AT-602,0,0,0,1,Substantial,Cruise
Bell,205 A1++,1,0,0,0,Destroyed,Maneuvering
Beech,C23,0,0,0,1,Destroyed,Landing
Airbus,A330,0,0,0,0,Unknown,Unknown
Express Aircraft,Express 2000 ER,1,0,0,0,Destroyed,Unknown
Cessna,182P,0,0,0,2,Substantial,Landing
Artic Aircraft Corp.,S-1B2,0,0,0,1,Substantial,Landing
Wolfe,Titan,1,0,0,0,Substantial,Maneuvering
Cessna,150L,1,0,0,0,Substantial,Cruise
Robinson,R22 Beta II,0,0,2,0,Substantial,Landing
Horton,Aviat ChristEagle II,0,0,0,2,Substantial,Landing
Marcellus,Starduster SA-300,0,0,0,1,Substantial,Landing
Flight Design,CTSW,0,0,0,2,Substantial,Landing
De Havilland,DHC-2,5,0,0,0,Destroyed,Cruise
Bell,214ST,0,1,1,0,Substantial,Maneuvering
Aero Commander,100,0,0,1,0,Substantial,Landing
Aeronca,Champion,0,0,0,2,Substantial,Takeoff
Bellanca,7GCBC,0,1,0,0,Substantial,Go-around
Cessna,182,0,0,0,5,Substantial,Climb
Socata,TB-10,0,0,0,2,Unknown,Unknown
Cessna,305-C,0,0,0,1,Substantial,Landing
Beech,B60,0,0,0,3,Substantial,Cruise
Beech,BE-23,1,0,0,0,Substantial,Cruise
Cessna,150B,2,0,0,0,Substantial,Takeoff
Cessna,182T,0,0,0,2,Substantial,Landing
Piper,PA-18-135,0,0,0,2,Substantial,Landing
Schweizer,SGS 2-33A,0,1,1,0,Substantial,Approach
Beech,A36,0,0,0,5,Substantial,Landing
Cessna,172P,0,0,0,1,Substantial,Landing
Evektor Aerotechnic,Sportstar,0,0,0,2,Substantial,Go-around
Beech,65-A90,0,0,0,3,Substantial,Landing
Piper,PA-24-260,0,0,0,2,Substantial,Cruise
Cessna,150L,0,1,0,0,Substantial,Takeoff
North American,P-51D,1,0,0,1,Substantial,Landing
Piper,PA-24-180,0,0,0,1,Substantial,Landing
Beech,23,0,0,0,1,Substantial,Landing
Eurocopter,AS350-B2,4,0,0,0,Destroyed,Maneuvering
Eurocopter,AS350-B2,4,0,0,0,Destroyed,Maneuvering
Beck,P-51A,1,0,0,1,Destroyed,Landing
Taylorcraft,BF12,2,0,0,0,Substantial,Maneuvering
Mooney,M20E,2,0,0,0,Substantial,Landing
Cessna,170 B,0,0,0,2,Substantial,Takeoff
Beech,C35,0,0,1,0,Substantial,Approach
Swanson,Aventura II,1,1,0,0,Substantial,Takeoff
Opus Motorsports Llc,BD02,1,0,0,0,Substantial,Maneuvering
Cessna,150H,0,0,0,2,Substantial,Takeoff
Robinson,R44,5,0,0,0,Destroyed,Unknown
Powrachute Corp.,Pegasus 912M,0,1,0,0,Minor,Climb
Bell,206L-1,0,1,1,2,Destroyed,Takeoff
Hughes,269C,0,0,0,2,Substantial,Landing
Engineering & Research,Ercoupe 415-C,0,0,2,0,Substantial,Approach
Cessna,172N,0,0,0,1,Substantial,Landing
Stein,Skybolt,1,0,0,0,Destroyed,Unknown
Piper,PA-18-150,0,0,0,1,Substantial,Landing
Found Aircraft Canada Inc,FBA-2C1,0,0,0,2,Substantial,Approach
Bell,206B,0,1,0,2,Substantial,Cruise
Christen Industries Inc.,A-1,0,0,2,0,Substantial,Maneuvering
Aircoupe,F-1A,0,0,0,2,Substantial,Cruise
Bell,206B,0,0,0,1,Substantial,Approach
Cessna,A188B,0,0,0,1,Destroyed,Takeoff
Netz,KIS TR2,0,1,0,0,Destroyed,Cruise
Piper,PA-28-161,0,0,0,2,Substantial,Takeoff
Piper,PA-28-181,0,0,0,1,Substantial,Go-around
Douglas,DC-3,0,0,0,15,Substantial,Unknown
Dehavilland,DHC-1B,0,0,2,1,Substantial,Cruise
Robinson Helicopter,R22 Beta,0,0,0,2,Substantial,Landing
Bell,206B,0,0,1,0,Substantial,Takeoff
De Havilland,DHC-2,0,0,0,6,Substantial,Unknown
Cessna,185E,0,0,0,2,Substantial,Cruise
Rockwell,500S,2,0,0,0,Destroyed,Unknown
Piper,Aerostar 601P,0,0,0,3,Substantial,Approach
Cessna,177RG,0,1,0,0,Substantial,Approach
Piper,J3C-65,0,2,0,0,Substantial,Takeoff
Cessna,R172K,0,0,1,1,Substantial,Cruise
Walker,Lancair IV,0,1,0,0,Substantial,Cruise
Bell,206B,0,0,2,2,Substantial,Takeoff
Air Tractor,AT-502B,0,0,0,1,Substantial,Landing
Cessna,180A,0,0,0,2,Substantial,Landing
Beech,B60,0,0,0,1,Substantial,Takeoff
Piper,PA-18,0,0,0,1,Substantial,Approach
Piper,PA-25-235,0,0,0,1,Substantial,Maneuvering
Robinson,R44 II,4,0,0,0,Destroyed,Takeoff
Boeing,737-724,0,1,0,0,Unknown,Unknown
Piper,PA-38-112,2,0,0,0,Destroyed,Unknown
Tecnam,P92 Echo Super,0,0,0,2,Substantial,Landing
Luscombe,8E,0,0,0,1,Substantial,Approach
Grumman American,AA5A,0,0,0,2,Substantial,Landing
Piper,PA-28-180,0,0,1,0,Substantial,Cruise
Mellema,Bede 4,0,0,2,0,Substantial,Landing
Cessna,310Q,0,0,0,2,Substantial,Approach
Bell,412 EP,1,0,0,0,Destroyed,Unknown
Robinson,R44,4,0,0,0,Destroyed,Unknown
Buttles,SNS-7,0,0,0,1,Destroyed,Cruise
Bass,RV-6A,0,0,0,1,Substantial,Landing
Schempp-Hirth,Ventus-2C,0,0,0,1,Substantial,Descent
Piper,PA-34-200T,0,0,0,1,Substantial,Landing
Cessna,T206H,1,1,3,0,Substantial,Landing
Piper,PA-28-140,1,1,0,0,Substantial,Takeoff
"Six Chutter, Inc.",SR7,0,2,0,0,Substantial,Takeoff
Beech,36,0,0,0,3,Substantial,Cruise
Piper,PA-28-140,4,0,0,0,Substantial,Unknown
Aeronca,7AC,0,0,0,1,Substantial,Landing
Beech,E90B,5,0,0,0,Destroyed,Maneuvering
Grumman,G-164A,0,0,1,0,Destroyed,Maneuvering
Cessna,172B,0,0,0,1,Substantial,Go-around
Piper,PA-18,0,0,0,2,Substantial,Takeoff
Piper,PA-46-350P,4,0,0,0,Destroyed,Approach
Cessna,421B,0,0,0,2,Substantial,Landing
Bell,206B,0,0,0,2,Substantial,Landing
Cessna,180,0,0,0,2,Substantial,Landing
Embraer,EMB-145LR,0,1,0,38,Unknown,Descent
Cessna,T337G,0,2,0,0,Substantial,Climb
Cessna,A188B,0,1,0,0,Substantial,Maneuvering
Mooney,M20J,0,0,0,1,Substantial,Taxi
Beech,BE-77,0,0,0,1,Substantial,Takeoff
Cessna,185,0,0,0,1,Substantial,Cruise
Maule,M-5-235,0,0,0,2,Substantial,Approach
Cessna,182P,0,0,0,2,Substantial,Landing
Mbb,BK-117 A-4,0,0,0,5,Substantial,Takeoff
Luscombe,8A,0,0,0,1,Substantial,Landing
Snow,S-2C,0,0,0,1,Substantial,Maneuvering
Air Tractor,AT-502,0,0,0,1,Substantial,Cruise
Eagle Aircraft Co.,Eagle DW-1,0,0,0,1,Destroyed,Takeoff
De Havilland,DHC6-33,20,0,0,0,Destroyed,Unknown
Piper,PA-22-160,1,0,2,0,Destroyed,Takeoff
Burnham,Avid Flyer,0,0,1,0,Substantial,Maneuvering
Robinson,R22 Beta,0,0,0,2,Substantial,Landing
Piper,PA-28-140,1,0,0,0,Substantial,Maneuvering
Golden Eagle,Chief,0,0,0,1,Substantial,Cruise
Cessna,182,0,0,0,2,Substantial,Takeoff
Cessna,180,0,0,1,1,Substantial,Cruise
Cessna,210 D,0,0,0,1,Substantial,Approach
Cessna,185,0,0,0,6,Substantial,Landing
Aeronca,7AC,0,0,1,0,Substantial,Maneuvering
Schempp-Hirth,Ventus-CM,1,0,0,0,Destroyed,Maneuvering
Cessna,T210G,1,0,1,0,Substantial,Approach
Cirrus Design Corp.,SR22,0,0,0,3,Substantial,Landing
Mapes,Kitfox V,0,0,1,1,Substantial,Takeoff
Stout Gordon,Glasair III,0,0,2,0,Substantial,Cruise
Roger A Dalke,E.B. Jenny,0,0,1,0,Substantial,Cruise
Cessna,172C,0,0,0,2,Substantial,Cruise
Cessna,172M,0,0,0,2,Substantial,Go-around
Aviat Inc,A-1,0,0,0,1,Substantial,Landing
Gates Learjet,35A,0,0,0,6,Substantial,Unknown
Piper,PA-18,0,0,0,1,Substantial,Landing
Cessna,195,0,0,0,2,Substantial,Landing
Quicksilver Manufacturing,GT-500,0,1,0,0,Substantial,Maneuvering
Piper,J-3,0,0,2,0,Substantial,Descent
Ackert,Dakota Hawk DH23,0,0,0,1,Substantial,Landing
Bell,206,0,0,0,1,Substantial,Cruise
Air Tractor,AT-502B,0,0,0,1,Substantial,Takeoff
Mooney,M20-C,0,0,0,1,Substantial,Landing
Falcon Safety Craft Inc,Falcon XP,0,1,0,0,Substantial,Takeoff
Cirrus,SR-22,3,0,0,0,Substantial,Unknown
Cessna,206,3,0,0,0,Destroyed,Unknown
Robinson,R-22 Beta II,0,0,0,2,Substantial,Landing
Cessna,182,0,0,0,1,Substantial,Landing
Cessna,172R,0,0,0,1,Substantial,Landing
Cessna,CL60,0,0,0,4,Unknown,Landing
Learjet,45,0,0,0,4,Unknown,Landing
Maule,M-5-180C,2,0,0,0,Destroyed,Maneuvering
Cessna,182P,0,0,0,2,Substantial,Approach
Cessna,172B,0,0,0,2,Substantial,Takeoff
Cessna,182H,0,0,0,1,Substantial,Taxi
Aviat,Husky A-1B,0,0,0,1,Substantial,Takeoff
Mooney,M20R,0,0,0,2,Substantial,Landing
Waco Classic Aircraft Corp,YMF-5,0,0,0,1,Substantial,Takeoff
Cessna,140,0,0,0,1,Substantial,Landing
Cessna,R182,0,0,0,3,Substantial,Landing
Huggles,Sonex,1,0,0,0,Substantial,Takeoff
Piper,PA-28-180,0,0,0,1,Substantial,Landing
Robinson,R-22 Beta II,0,0,0,0,Substantial,Unknown
Zlin Aviation S.R.O.,Savage,2,0,0,0,Substantial,Maneuvering
Piper,PA28-140,0,0,0,1,Substantial,Landing
Maule,M-7-235,0,1,1,0,Substantial,Takeoff
Piper,PA-32R-301T,0,0,0,1,Minor,Descent
Piper,PA-25-235,1,0,0,0,Destroyed,Unknown
Cessna,150L,0,0,0,1,Substantial,Go-around
Beech,D55,0,0,0,2,Substantial,Landing
Interplane,Skyboy,0,0,0,1,Substantial,Landing
Clifford,Titan Tornado II,1,0,0,0,Substantial,Maneuvering
Cessna,207,0,0,0,1,Substantial,Cruise
Airbus Industrie,A320,0,0,0,296,Unknown,Takeoff
Boeing,737-700,0,0,0,296,Unknown,Taxi
Piper,PA-44-180,0,0,0,2,Minor,Takeoff
Cessna,172N,2,0,0,0,Destroyed,Takeoff
Bell,407,0,0,1,1,Unknown,Cruise
De Havilland,DHC-2,5,4,0,0,Destroyed,Maneuvering
Mooney,M20M,0,0,0,5,Substantial,Landing
Cessna,140,0,0,0,2,Substantial,Landing
Cirrus Design Corp.,SR20,0,2,0,0,Substantial,Maneuvering
Aeronca,AR-15,0,0,0,1,Substantial,Cruise
Maule,M7,0,0,0,1,Substantial,Landing
Cessna,172L,0,0,0,1,Substantial,Landing
Beech,B36TC,0,1,2,0,Substantial,Takeoff
Air Tractor,AT-301,0,0,1,0,Substantial,Maneuvering
Terpstra,Exec 162F,1,0,0,0,Substantial,Cruise
Piper,J-3,0,0,0,2,Substantial,Approach
Cessna,U206G,0,0,0,1,Substantial,Taxi
Cessna,T210N,0,0,0,2,Substantial,Approach
Christen Industries,PITTS S-2B,0,0,0,2,Substantial,Landing
Cessna,172,0,0,2,2,Substantial,Takeoff
Cessna,A185F,0,0,0,1,Substantial,Takeoff
Niva,Thorp T-18,2,0,0,0,Substantial,Takeoff
Liberty Aerospace Inc.,XL2,0,1,0,0,Destroyed,Go-around
Air Tractor,AT-402,0,0,1,0,Substantial,Maneuvering
Eurocopter Deutschland,BK117,0,0,0,2,Substantial,Maneuvering
Eaa Biplane,P,0,0,1,0,Substantial,Takeoff
Vans Aircraft,Vans RV-6,0,0,0,2,Substantial,Landing
Cessna,172K,0,0,2,0,Substantial,Approach
Boeing,767-323,0,0,0,170,Minor,Unknown
Cessna,182R,3,0,0,0,Destroyed,Maneuvering
Boeing,737-800,0,0,0,165,Destroyed,Unknown
"Weaver, David A",Pulsar 912XP,0,0,1,0,Substantial,Approach
Beech,C24R,0,2,2,0,Substantial,Takeoff
Bell,206-L4,0,2,1,0,Substantial,Landing
Piper,PA-12,0,0,0,1,Substantial,Landing
Cessna,U206G,2,0,0,0,Destroyed,Unknown
Mitsubishi,MU-2B-36,0,1,0,0,Unknown,Standing
Air Tractor,AT-301,0,0,0,1,Substantial,Maneuvering
Learjet Inc,60,0,0,0,6,Substantial,Landing
Cessna,152,0,0,1,0,Substantial,Landing
Sukhoi,SU-31,0,1,0,0,Destroyed,Cruise
Raytheon Co,COBRA,0,0,0,3,Substantial,Approach
Piper,PA-28-181,0,0,0,2,Substantial,Cruise
Iniziative Industriali Italian,Sky Aero 600 Sport,0,0,0,2,Substantial,Landing
Bell,47G-5A,0,0,1,0,Substantial,Maneuvering
Socata,TB-20 Trinidad,2,0,0,0,Substantial,Unknown
Cessna,A188B,1,0,0,0,Unknown,Standing
Nunn,KR2,0,0,0,1,Minor,Takeoff
Flight Design,CTSW,0,2,0,0,Substantial,Approach
Piper,PA-25-235,0,0,0,1,Substantial,Maneuvering
Cessna,210L,0,0,0,1,Substantial,Takeoff
Schempp-Hirth,Standard Cirrus,0,1,0,0,Substantial,Approach
Edra Aeronautica,Seastar,0,0,0,1,Substantial,Takeoff
Cessna,C172N,0,0,0,1,Substantial,Landing
Mcnicholas,S-12,0,1,0,0,Substantial,Takeoff
Cessna,150G,0,0,0,2,Substantial,Takeoff
Piper,PA-32-260,1,0,0,0,Destroyed,Unknown
Piper,PA-39,2,0,0,0,Destroyed,Unknown
Adams,Airborne Australia O,1,0,0,0,Destroyed,Maneuvering
Cessna,180,0,0,0,2,Destroyed,Takeoff
Curtiss-Wright,Travel Air 4000,0,0,0,2,Substantial,Landing
Cessna,172,0,0,1,1,Substantial,Other
Nicely,Kitfox Model 5,0,0,1,0,Substantial,Cruise
Piper,PA-28-180,0,0,0,3,Substantial,Takeoff
Cessna,A185F,0,0,0,2,Substantial,Descent
Cessna,P206,1,0,0,0,Substantial,Maneuvering
Cessna,182R,0,0,0,1,Substantial,Landing
"Mcfaul, Daniel D.",Quicksilver GT500,0,1,0,0,Substantial,Takeoff
Beech,BE-76,0,0,0,2,Substantial,Landing
Elliott Cirrus,VK30,2,0,0,0,Destroyed,Cruise
Air Tractor,AT-502B,0,0,0,1,Substantial,Takeoff
Piper,PA-31P,0,0,0,1,Substantial,Takeoff
Robinson,R-22 Beta,0,0,0,1,Substantial,Maneuvering
Bell,206B,0,0,0,2,Substantial,Landing
Apollo North America Inc,Tundra,2,0,0,0,Destroyed,Maneuvering
Air Tractor,AT-502B,0,0,0,1,Substantial,Takeoff
Cessna,172S,0,0,0,1,Substantial,Landing
Fitt,Kitfox,0,2,0,0,Substantial,Climb
Cessna,182Q,0,0,0,1,Substantial,Landing
Piper,PA-28-181,0,0,0,1,Substantial,Landing
Raytheon Aircraft Company,A36,2,2,0,0,Substantial,Takeoff
Navion,NAVION H,0,0,0,1,Substantial,Landing
Cessna,C172R,0,0,0,1,Substantial,Takeoff
Schweizer,SGS 2-33,0,1,0,1,Substantial,Approach
Cessna,208B,0,0,2,4,Substantial,Unknown
Luscombe,8A,0,0,0,1,Substantial,Landing
Piper,PA-30,0,0,0,1,Substantial,Approach
Beech,35-B33,0,2,0,0,Substantial,Takeoff
Piper,PA-18-150,0,0,0,2,Substantial,Landing
Mooney,M20K,0,0,0,3,Substantial,Takeoff
Ercoupe (Eng & Research Corp.),Ercoupe 415C,0,0,0,1,Substantial,Landing
Cessna,182P,0,0,0,2,Substantial,Landing
Lancair Company,LC41-550FG,6,0,0,0,Destroyed,Approach
Grumman,G-164A,0,0,0,1,Substantial,Cruise
Ebersole,Hummel Ultra Cruiser,1,0,0,0,Substantial,Maneuvering
Anthony J. Bencivenga,Aventura II,0,0,0,1,Substantial,Approach
Wessel,Vortex,0,0,0,1,Substantial,Cruise
Cessna,T210N,0,0,2,0,Substantial,Cruise
Boeing,1942,0,0,0,1,Substantial,Takeoff
Kitfox,Series 5,0,0,0,2,Substantial,Takeoff
Short Bros.,SC-7,0,0,0,1,Substantial,Landing
Beech,A36,5,0,0,0,Destroyed,Climb
Piper,PA-22-150,0,1,1,0,Destroyed,Takeoff
Ayres,SR2,0,1,0,0,Minor,Takeoff
Schweizer,SGS 2-33A,0,0,1,1,Destroyed,Approach
Werner,Vari-Eze,0,0,0,1,Substantial,Approach
North American,SNJ-2,0,0,0,2,Substantial,Taxi
North American,SNJ-2,0,0,0,2,Substantial,Taxi
Piper,PA-28-181,0,0,0,2,Substantial,Go-around
Trinidad,TB-20,0,0,1,0,Substantial,Takeoff
Beech,B35,0,2,0,0,Substantial,Approach
Slingsby,Swallow Type T.45,0,1,0,0,Substantial,Takeoff
Maule,M5-210C,0,0,0,4,Substantial,Landing
Cessna,150J,1,0,0,0,Destroyed,Approach
Cessna,172M,1,0,0,0,Destroyed,Maneuvering
Kearney,Pulsar XP,0,0,0,1,Substantial,Takeoff
Piper,PA-34-200T,0,0,0,3,Substantial,Landing
Aeronca,O-58B,0,0,1,0,Substantial,Approach
Hughes,269C,0,0,1,1,Substantial,Approach
Cessna,182P,0,0,0,2,Substantial,Landing
Aeronca,S15AC,0,0,0,2,Substantial,Takeoff
Cessna,172C,2,1,0,0,Substantial,Takeoff
Yakovlev,Yak 52,2,0,0,0,Substantial,Takeoff
Piper,PA-18-150,0,0,0,1,Substantial,Takeoff
De Havilland,DHC-2 MK1,0,0,0,3,Substantial,Taxi
Bellanca,8KCAB-180,1,0,0,0,Destroyed,Maneuvering
Schrack,Starduster Too,2,0,0,0,Destroyed,Takeoff
American Air Racing,Thunder Mustang,0,0,0,1,Destroyed,Takeoff
Higher Class Aviation,Sport Hornet,0,2,0,0,Substantial,Go-around
Cessna,172R,0,0,0,2,Substantial,Taxi
Piper,PA28-161,0,0,0,1,Substantial,Landing
Cessna,172M,0,0,0,2,Substantial,Maneuvering
Bell,206B3,0,0,0,4,Substantial,Descent
Cessna,208B,0,0,0,1,Substantial,Cruise
Jones,Challenger II,0,0,1,0,Substantial,Takeoff
Cessna,172M,0,0,0,1,Substantial,Landing
Piper,PA-23-250,0,0,0,1,Substantial,Cruise
Furey,Kitfox IV,0,0,1,0,Substantial,Cruise
Piper/Cub Crafters,PA-18,0,0,0,1,Substantial,Landing
Piper,PA-28-140,3,0,0,0,Destroyed,Cruise
Piper,PA-46-350P,0,0,0,1,Substantial,Takeoff
Beech,F33A,0,0,0,2,Substantial,Landing
Piper,PA-28-181,0,0,0,1,Substantial,Go-around
Cessna,172,0,0,0,1,Substantial,Cruise
"Ekornaas, Fred",SkyRanger II Kit,0,1,0,0,Substantial,Landing
Cessna,185,0,0,0,1,Substantial,Takeoff
Bell,206B,0,0,4,0,Destroyed,Unknown
North American,SNJ-2,1,0,0,0,Destroyed,Maneuvering
Cessna,182G,0,0,0,2,Substantial,Cruise
Beech,BE-55,0,0,0,3,Substantial,Landing
Eurocopter,AS-350B2,0,0,0,3,Substantial,Landing
Cessna,172N,0,0,5,0,Substantial,Landing
Stinson,108-2,0,0,1,0,Substantial,Landing
Cessna,140,0,0,0,2,Substantial,Landing
Robinson,R-22 Beta,2,0,0,0,Substantial,Unknown
Cessna,172M,2,2,0,0,Substantial,Takeoff
Hughes,369D,1,0,0,2,Unknown,Maneuvering
Mooney,M20TN,0,0,0,1,Minor,Landing
Cessna,177,0,0,3,0,Substantial,Takeoff
Piper,PA-28-140,0,0,0,3,Substantial,Landing
Robinson,R44,2,0,0,0,Destroyed,Unknown
Cessna,402B,0,0,0,1,Substantial,Landing
Cessna,185,0,0,0,4,Substantial,Takeoff
Rose,Peregrine,1,0,0,0,Substantial,Takeoff
Mooney,M20D,0,0,0,1,Substantial,Landing
Bell,206-B2,0,0,1,0,Substantial,Standing
Lancair,IV-P,0,0,1,1,Substantial,Landing
Cessna,208B,0,5,5,0,Substantial,Unknown
Bell,206B,2,1,0,0,Substantial,Maneuvering
Grumman American,AA-5,1,0,0,0,Substantial,Descent
Cessna,172 Skyhawk,0,0,1,0,Substantial,Landing
Piper,PA-18,0,0,0,2,Substantial,Takeoff
Rogerson Hiller Corp.,RH-1100,0,0,1,2,Destroyed,Landing
Piper,PA-28-140,2,0,0,0,Substantial,Maneuvering
Robinson,R-22B,0,0,0,2,Substantial,Maneuvering
Mooney,M20C,0,0,0,1,Substantial,Landing
Schleicher,ASW-24E,0,0,0,1,Substantial,Approach
Cessna,172L,0,0,0,2,Substantial,Approach
Robinson Helicopter,R22 BETA,0,1,1,0,Substantial,Climb
Bell,47G-3B-1,0,0,0,1,Substantial,Takeoff
Cessna,180,0,1,0,0,Substantial,Approach
Maule,M-4-220C,0,0,1,0,Substantial,Takeoff
Boeing Stearman,E75,0,0,0,2,Substantial,Landing
"Rans, Inc.",RV-9A,0,0,0,1,Substantial,Landing
Fairchild Hiller,FH-1100,2,0,0,0,Destroyed,Cruise
Aero Vodochody,L-39C,1,0,0,0,Substantial,Maneuvering
Aviat,A-1B,0,0,0,2,Substantial,Landing
Piper,J3L-65,0,0,0,1,Substantial,Takeoff
Piper,PA-28R-200,0,0,1,0,Substantial,Landing
Hasch,Vans RV6,0,0,0,2,Substantial,Standing
Beech,A-36TC,3,0,0,0,Destroyed,Approach
Learjet,35,0,0,0,4,Unknown,Takeoff
Piper,PA-32R-301,1,0,0,0,Destroyed,Cruise
Schweizer,300 CBI,0,0,0,2,Destroyed,Landing
Deluca-Owl,OR-71,1,1,2,0,Substantial,Maneuvering
Israel Aircraft Industries,Astra SPX,0,0,1,3,Substantial,Landing
Beech,A23-24,0,1,1,0,Substantial,Landing
Skykits,Savannah ADV,0,0,0,2,Substantial,Landing
Robinson,R22 Beta,0,0,0,2,Substantial,Cruise
Cessna,U206G,0,0,1,0,Substantial,Landing
Robinson,R22 Beta II,0,0,0,1,Substantial,Maneuvering
Boeing,737-200,0,0,0,109,Substantial,Unknown
Air Tractor,AT 602,0,0,0,1,Substantial,Maneuvering
Tuttle Cassutt,IIIM,1,1,2,0,Destroyed,Maneuvering
Beech,C-90,0,0,0,1,Substantial,Descent
Bellanca,17-30A,1,0,0,0,Substantial,Cruise
Evektor-Aerotechnik A.S.,SportStar,2,0,0,0,Substantial,Takeoff
Monocoupe,110SP,1,0,0,0,Destroyed,Maneuvering
Piper,PA-32-301,0,0,0,0,Substantial,Unknown
Grenier,Kitfox IV,0,0,0,1,Substantial,Takeoff
Cessna,177RG,0,0,0,1,Substantial,Landing
Piper,PA-24-180,0,0,0,1,Substantial,Cruise
Vans,RV-7A,0,0,1,0,Substantial,Landing
Aeronca,7AC,0,0,0,1,Substantial,Landing
Cameron Balloons,O-77,0,1,0,1,Substantial,Landing
Ultra Magic,M-56C,0,2,0,0,Minor,Descent
Piper,PA-28-181,2,2,0,0,Destroyed,Unknown
Boeing,MD-82,89,0,0,41,Destroyed,Unknown
Francis,SE5A REPLICA,0,0,1,0,Substantial,Takeoff
Piper,PA-30,0,0,0,1,Substantial,Descent
Air Tractor,AT-802A,0,0,0,1,Substantial,Maneuvering
Root,Sherpa,0,1,1,0,Substantial,Approach
Piper,PA 28-140,0,0,1,0,Substantial,Takeoff
Piper,PA-28-180,0,0,0,1,Substantial,Landing
Piper,PA-22-150,0,0,0,2,Substantial,Takeoff
St. Claire,Ragtop-01,0,2,0,0,Substantial,Landing
Ortiz G/Saint J,RV-10,0,0,0,1,Substantial,Cruise
Beech,V35B,0,0,0,2,Substantial,Takeoff
Beech,B90,0,0,4,0,Substantial,Approach
Jeffrey Wilson,Escapade,0,0,0,2,Substantial,Landing
Cessna,340A,0,0,0,2,Substantial,Landing
Cessna,190,0,0,0,1,Substantial,Landing
Cessna,182Q,0,0,1,2,Substantial,Landing
Cessna,182P,0,0,0,2,Substantial,Landing
Boeing,737-800,0,0,0,2,Substantial,Unknown
Siebert,RV-9A,0,2,0,0,Substantial,Takeoff
Short Bros.,SC-7,1,0,0,0,Substantial,Takeoff
Aerostar,S81A,0,1,0,4,Unknown,Landing
Socata,TB20,0,2,0,0,Substantial,Go-around
Robinson,R-22 Beta,0,0,2,0,Substantial,Approach
Temco,GC-1B,1,0,0,0,Substantial,Takeoff
Cessna,172,0,0,0,1,Substantial,Landing
Piper,PA-18,0,0,1,0,Substantial,Approach
Cessna,U206,0,0,2,0,Substantial,Cruise
Piper,PA-32,0,0,0,5,Substantial,Landing
Beech,H-18,0,1,0,0,Destroyed,Takeoff
North American,Navion,1,0,0,0,Destroyed,Cruise
Robinson,R44 II,0,0,0,1,Substantial,Standing
Grumman,AA-5A,1,0,0,0,Substantial,Takeoff
Beech,C23,0,0,2,0,Substantial,Approach
North American,SNJ-5,0,0,0,1,Substantial,Takeoff
Cessna,180,1,1,0,0,Substantial,Takeoff
Piper,J3,0,0,0,2,Substantial,Takeoff
Beech,C90A,0,0,0,8,Unknown,Cruise
Kolb Company,MK II,1,0,0,0,Destroyed,Climb
Piper,PA-46-350,0,0,0,4,Substantial,Unknown
Cessna,150L,0,0,0,2,Substantial,Cruise
Boeing,737,0,0,0,0,Unknown,Unknown
Cessna,T210M,1,1,0,0,Destroyed,Go-around
Cessna,A185F,0,0,0,1,Substantial,Landing
Piper,PA-28-140,0,0,0,2,Substantial,Approach
Langley,Tri-Quickie,0,0,2,0,Substantial,Takeoff
Taylorcraft,BC12-D,0,0,2,0,Substantial,Landing
Piper,PA-24-250,0,0,0,1,Substantial,Takeoff
Cessna,172S,0,0,0,1,Substantial,Takeoff
Fly By Sea Co,COMP AIR 1,0,0,0,1,Substantial,Cruise
Piper,PA-12,0,0,0,2,Substantial,Takeoff
Reims Aviation,F406,2,0,0,0,Destroyed,Unknown
Piper,PA-32R-301T,1,0,0,0,Destroyed,Descent
Eurocopter France,EC 130 B4,0,0,3,5,Substantial,Cruise
Cessna,172,0,1,0,2,Substantial,Approach
Cessna,172,0,0,0,1,Substantial,Landing
Piper,PA-31-350,0,0,0,1,Substantial,Landing
Mcdonnell Douglas,DC-9-82 (MD-82),0,0,0,143,Substantial,Climb
Dassault Aviation,Mystere Falcon 900,0,0,0,7,Substantial,Taxi
Beech,B35,0,1,0,0,Substantial,Approach
Everson,Sidewinder,0,1,0,0,Substantial,Landing
Aerostar,601,0,0,0,1,Substantial,Unknown
Luscombe,8E,0,0,0,1,Substantial,Landing
Piper,J5A,0,0,1,0,Substantial,Standing
Piper,PA-24-250,0,0,0,2,Substantial,Landing
Robinson,R-22 BETA,0,0,0,1,Substantial,Maneuvering
Cessna,172P,0,0,0,1,Substantial,Unknown
Grumman American,AA-5 Traveler,0,0,3,1,Substantial,Approach
Cessna,172 SP,0,0,0,1,Substantial,Landing
Grumman,G-164A,0,0,0,1,Substantial,Maneuvering
Beech,F33A,0,0,2,0,Substantial,Approach
Piper,PA-28-140,0,0,1,0,Substantial,Landing
Bellanca,7GCBC,0,0,0,2,Substantial,Landing
Cessna,182F,0,0,0,4,Substantial,Standing
Piper,PA-32R-301T,0,0,0,2,Substantial,Landing
Piper,PA-28R-201T,0,0,0,1,Substantial,Cruise
Aerotechnik,Sportstar-Evektor,0,0,2,0,Substantial,Takeoff
Helio,H-295,4,0,0,0,Substantial,Cruise
Schweizer,269D,0,0,0,2,Minor,Maneuvering
Robinson,R44,0,0,0,1,Destroyed,Approach
Vans Aircraft,RV6,0,0,0,1,Substantial,Landing
Cessna,172N,0,0,0,2,Substantial,Cruise
